N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	IRI1	IRI2	IRI3	IRI4	IRI5	IRI6	IRI7	IRI8	IRI9	IRI10	IRI11	IRI12	IRI13	IRI14	IRI15	IRI16	IRI17	IRI18	IRI19	IRI20	IRI21	IRI22	IRI23
AC138951.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0425228734351572	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138956.1	0.0889048786802532	0.0807381215487113	0.174630349879701	0.0881766965740295	0.0915595095551731	0.21400326421747	0.620641899132435	0	0.357807265876791	0.243362448379491	0.448236369217536	0.123971543111812	0.0718466129577714	0.0772514578479512	0.227222400816	0.0957318802765618	0	0.471625630577145	0.336562386917142	0.377559114024229	0	0.302261105671197	0.0951772442380551	0.610605039618925	0	0.176621303307644	0.195908952611974	0.0916510999473033	0.650311295953513	0.152401234181039	0.181683765957845	0	0.551275518582344	0.218591812100521	0.15713840327481	3.15486688821572	0.0865733760416004	0.184919423920312	0.168699840177078	0.470537365001371
AC138956.2	0.0848637478311508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0913804311730817	0	0.0750313503190913	0	0.216238401668422	0	0	0	0	0.183299709787728	0.505779186744617	0.0935020001102605	0.0874851408587895	0.0886788130845699	0	0	0	0	0	0	0.111535698068233	0	0.0882569977801487	0.241547498435362	0.0748582171593091
AC138965.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138965.2	0	0	0.309907381476653	0	0	0	0	0	0	0	0.159092345130731	0	0	0	0	0	0	0	0	0.0670034484042998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208759535176665
AC138965.3	0	0	0.176734329998734	0	0	0	0	0	0	0.0820981753569366	0.0907273614801759	0	0	0	0	0	0	0	0	0	0	0	0.192647916048112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.280721053180232	0	0
AC138969.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139099.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139099.2	0	0	0	0	0	0	0	0	0	0	0	0.14621292760145	0	0	0	0	0	0.0618042948026212	0	0	0.215555195120924	0	0	0	0	0	0	0	0	0	0	0.0653127349043334	0	0	0	0	0	0	0	0
AC139099.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139099.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0168067490239803	0	0	0	0
AC139100.1	0	0.0182311887368058	0.118297978950766	0.0199108669683292	0.103373639820357	0.0805388628775423	0.0467149816551295	0	0.161590378137906	0	0.0809717312134903	0.0699839356276357	0	0.0348877551571393	0.0855138067587095	0.0432337523829634	0	0	0.132996427088225	0.153459510861461	0	0.0341262538661029	0.0429832715913797	0.0689392786666528	0.0216806108351077	0.0398822297791454	0.0221187527142552	0.0206954096655201	0	0	0.0615380497599152	0	0.071132324978367	0.016453147147351	0.0709657305112045	0	0.0586464805443099	0.125267996849243	0	0
AC139149.1	0	0	0	0	0.0964388564593673	0	0.108952809879048	0	0	0.0854438690235202	0	0.0652890885353742	0.0378377146611461	0	0	0	0	0	0.0443122891865829	0	0	0	0	0.0535954266750153	0	0	0	0	0.244631208509158	0.160522930046486	0	0	0	0	0.0413781375394484	0	0	0	0.0444225284478826	0
AC139426.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139491.1	0	0	0	0	0	0	0	0	0.0297385986150895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139491.2	0.176803114369788	0.237352624954318	0.0150992788367421	0.0991136929066806	0.118749338177579	0.135693268922245	0.125214423293831	0.135724852099548	0.556875538863313	0.245491713239219	0.131771803446761	0.107191040878973	0.149091890605113	0.100192317949993	0.104781920293945	0.223489350969884	0.318645196882441	0.0271858315103655	0.0363757597800307	0.470093159365628	0.0948161812129093	0.280948819784962	0.123441407864076	0.334371467912782	0.0581125173593622	0.0839928380114581	0.18633028534582	0.229811713300701	0.232947329893796	0.0329431386289431	0.0157091470308378	0.0359113596446026	0.224709321007317	0.157503107020447	0.0543474045294248	0.292989296418044	0.0973115045161375	0.0719501206812947	0.0583460075136368	0.244107907319291
AC139491.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139491.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139530.1	0.974580946261228	1.85244369926634	0.756819847126597	0.494538802029762	1.19041256125755	0.436449752819847	0.606514997027751	2.04298367542959	1.71030787179346	1.09605424399139	0.822741596670001	0.584679144144933	1.50191037952391	0.512040011957285	0.868892943939786	0.805368048942729	1.4614376404647	1.70329135170502	1.22265607629687	0.827765414176337	0.908559150704429	0.751295434126587	0.679383546124144	1.06369436340292	0.832219623194056	1.01309336343383	0.849037888709862	0.794402250226094	1.01839341035512	0.893593882967428	1.06528994182263	0.592935238271612	0.582227254830519	0.817314453741553	0.440655188546053	3.87243819696686	1.28007735379265	0.824981951935836	1.37622206493471	0.899661729744655
AC139530.3	0.0649392157316632	0	0	0	0	0.104210285184159	0	0	0.326693590583157	0.177760397077193	0.0654814869813443	0.226382817856352	0.209917060467923	0.225708607277492	0	0	0	0.229661176628871	0.43021452936365	0	0	0.165586518759004	0	0.0743345265623039	0.350660314376524	0	0.0715493566061124	0.133890302531713	0.203575710037621	0.0556595811791621	0.132708142090948	0	0	0.266111771252808	0.0573896777177567	0.597443391391576	0.189708615325942	0.067535789605679	0	0.229131238609363
AC139712.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139713.2	0	0.0211827242376629	0	0	0	0	0	0	0.0469377568979445	0	0.0705604779028541	0.0162627948277858	0	0	0	0	0	0.0206228802542843	0	0	0	0	0.0249710208724517	0.053400128399781	0	0	0	0	0.0243739788176226	0	0	0	0	0	0	0.0306563501197433	0	0	0	0.0411505868403073
AC139718.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139718.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139720.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0717254383454834	0	0	0	0	0	0
AC139720.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139722.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139749.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014338964873139	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139769.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0182738817432029	0	0	0	0	0	0	0	0
AC139792.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139792.2	0	0	0	0	0	0	0	0.141870377994847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139792.3	0	0	0	0	0	0	0	0	0.603799761167085	0	0	0	0	0	0	0.215396730622264	0	0	0.189316342640892	0	0	0	0	0	0	0	0	0.206214974881432	0	0	0.204394236702575	0	0	0	0	0	0.389580192187202	0	0	0
AC139795.2	0.665339537536287	0.232392994063681	0.251324090061021	0.431466554109814	0.184478554946117	0.595444833390926	0.178642785358508	0.166460703364028	0.643685258430549	0.373591240002325	0.438662388515802	0.374675845886755	0.330880118156179	0.311299992333035	0.0218008928252929	0.358215465203902	0.275010681058321	0.0905004065527817	0.435935747303299	0.434699699527611	0	0.261004449899971	0.136976959154711	0.292923034425983	0.193453948422457	0.584635679024046	0.338337334493781	0.369326191449556	0.213923076224571	0.153532711076729	0.392212812861595	0.239094592082683	0.0906723868370732	0.440429419240798	0.293995093734025	0.269061558332504	0.498377858651817	0.31935827409196	0.485578066529111	0.880342894200167
AC139795.3	0.331298032198504	1.27867694164392	0	0.246438383031299	0.17059516752609	0.0664557271507114	1.34912176225461	0.461799881051619	1.00000847690519	0.529009684462627	0.167032258843355	0.577464489171471	0.736261778628252	0	0	0.178369196522688	0	0.146456757739298	0	0.140694856538419	0.255399038951039	0.844766713077357	0.177335789633936	0.284422310506412	0.268342643533976	0.0822709213189025	0.0912551867989234	0.597680370820861	0.519287393441622	0.0709891146277669	0.0846290370080903	0	0	0.135761273319362	0.439174243533295	0	0.403262306145717	0.602953537514657	0	0.365297030130455
AC139887.1	0.470014603372527	0.426839299935845	1.23096078796321	0.466164913356408	0.645398500920381	0.75424926689234	0	1.3103167953615	1.10344758217947	0.571816661926635	0.631919244994791	0.327701002071782	0.633054072215328	0.680677181037892	0.667366491907132	0.168702334473382	0	0.692597079868535	1.33448163204209	0.133069785642106	0.483114965288504	0.798983901704283	0.335449867804054	0.358677086209718	0	0.31124873030438	0	0.969066175666591	0.163714731848437	0.537134419770935	1.12059497604769	0	0.69391324017358	0.385210745799519	0.830745684445849	1.64729646377697	0.610251489859673	0.162935995901813	0.594578457687044	0.690998927624391
AC139887.2	1.1948815694626	1.24013754698821	0.949989103345576	0.564330858073789	0.468784688922486	0.547848356396722	1.02612793989896	0.528748646876033	1.60297655112802	1.16813975222156	0.860613828897668	0.694240641426146	1.4024458849357	0.889936794408398	0.896771075220479	1.65424689117899	0.393096900027036	0.427607238389945	1.18469960194834	0.555767015843665	0.0877275429031823	0.701245765157177	0.578677644967375	1.10723047184232	0.337969750618135	0.254334676763007	0.15672716208958	1.3491041912243	0.832398458820497	0.463299751910359	0.930220881704165	0.797437391879576	0.478822164711522	1.02592423812511	0.829690769290997	2.31824292822963	0.803400929666052	1.24265852874449	0.971711079419969	1.1794803282701
AC139887.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139887.4	0	0	0.122411260555451	0.123619068354133	0	0	0.362544642052326	0.057912317025713	0.125406719055565	0	0.0628403699820968	0	0.0503625770941819	0	0	0	0	0	0.11796066968445	0	1.15302542480539	0.0529692619117814	0	0.0713363328622944	0	0	0	0.0642449991285686	0	0	0.127355518835541	0.0582273478076185	0	0.102151389243081	0.220299736440902	0	0.121371297705053	0.0648118147815278	0	0.0549723764396595
AC140118.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140125.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140125.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140125.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140481.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140481.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140658.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140658.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140725.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140847.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140847.2	0	0	0	0.119625989430177	0	0	0	0	0.0606779481836819	0.0550267716389696	0	0	0	0.262010328098031	0	0.0649379107124995	0	0	0.171225548122045	0.10244403416862	0	0	0	0	0	0.0599038606103988	0	0.186509371628967	0	0	0	0	0	0	0.159887796602633	0	0	0	0	0.106393374589812
AC140912.1	0	0	0	0.116847646993806	0.0404434643433894	0	0	0	0	0	0	0	0	0	0.200736354095116	0.0422864747233892	0	0	0.0743327971105343	0.266839324758228	0	0	0	0.044952518254154	0	0	0	0	0	0.0336591682853829	0	0.0366919045343363	0	0.0321852974871933	0	0	0.152964001840374	0.0408410997615412	0	0.0692815752149258
AC141002.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.455987750016772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211078310322677	0	0	0	0
AC141257.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC141257.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC141273.1	0	0	0	0.27689130886798	0	0.224003416750996	0.0812054821294774	0	0	0.0636836313516424	0	0.0486617272027672	0	0	0.297300337516261	0.375769997347252	0.428610327132282	0	0	0.118560618983309	0	0	0.0747185842616507	0	0.0753755815949537	0	0	0	0.364660539787017	0	0	0	0.123650583607255	0	0	0	0.0679641456775181	0	0	0.615656365422355
AC141424.1	0	0	0	0	0	0	0	0	0.136307529857825	0.0309031680481893	0	0	0	0	0.0288536381988571	0.109407863173213	0	0	0	0.0575328173751206	0	0.0287867719686854	0	0.0387685739440587	0	0	0	0	0	0	0	0.158221704738011	0.0900041662991583	0.027757690425463	0.0598622488665943	0.133539339183734	0.0329803337301335	0	0.064266605781744	0.0597507765081106
AC141586.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC141586.3	0.0731361134736359	0.221392890427369	0.335199061140145	0	0.200853069927344	0.508577942384062	0.283644828765639	0	0.367930213551216	0.333663422152512	0.196658219878684	0.322946544297799	0.295517080500953	0.21183207157436	0.083075872333162	0.0787522323058549	0	0.0862166549912518	0.323011997019498	0.124237079522227	0.150349162211656	0.207208374943258	0.287085224187039	0.223246238641957	0.210625128983505	0.0242157608452265	0.241741841416735	0.0502634976860074	0.458543764720214	0.188055494626005	0.274008378256336	0.0683331823835872	0.0215951236876653	0.159840802754679	0.172356377041359	2.14672843028389	0.166175664132082	0.152120875390376	0.16190779002849	0.430088559957728
AC141586.4	0	0.0258690484809603	0	0.0847572569738923	0	0	0.0331429876205496	0	0.0286609761605058	0	0	0	0.0230201480805574	0	0	0.061346303444866	0	0	0	0	0	0	0	0.130428031348988	0	0	0	0	0.029766314881534	0	0	0	0	0	0	0	0	0	0	0.0251272337317961
AC141586.5	0.0218575896852915	0.1786478630951	0	0	0.0225102403979548	0.0701513139288485	0.0254311802571339	0.182805172426043	0.0439841126833909	0.0398876988563458	0.0440802205045147	0.0304788574284649	0.0706550105965205	0	0	0.0235360330045791	0	0	0.0620588206120388	0	0	0.0928899983282216	0.023399673705356	0.100079655274126	0.0236054260409562	0.151980477577895	0.0722473991095867	0.0675982746928403	0.137041209683862	0	0.0893352371148817	0.0204221771091111	0	0.0537415967310549	0	0.114908972839077	0.042568762463382	0.0681946753579295	0.0829509458041437	0.0578416663318759
AC141930.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0628105038908621	0	0	0	0	0.0532639479308877	0	0.0934438280735051	0	0.0749247437404921	0	0	0.108173943319653	0
AC142086.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC142086.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC142472.1	0.180158766217078	0	0	0	0.0530109050152869	0.0413010320373749	0.149724065270317	0.0478333784508761	0.207162391731077	0.211352109103843	0.0778556450611044	0.071776746385242	0.478372163932502	0.0447268635903129	0	0.138566535495081	0.513667689581567	0.0227550562713844	0.0730732810193449	0.218598269348893	0.0793629408802482	0.109376505785672	0.027552746178047	0.117842213275106	0	0.255649445339037	0.14178361877719	0.132659834501553	0.215151813020806	0.132355350994676	0	0.0721403729012253	0.0911931931945521	0.105466468790602	0.113724519314337	0.0676517502355276	0.0501240454049013	0.0535321020424107	0.0488367142155355	0.295133143355254
AC144450.1	0	0	0	0	0	0.02190892650124	0	0	0	0	0	0.0190376775528194	0	0	0	0	0	0.0482834283589033	0	0.0231919309528594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0283971327409619	0	0
AC144522.1	0	0	0	0	0	0	0.031443859787168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC144548.1	0.0473658127429679	0.0860296263436586	0	0	0.243900596278051	0	0	0.0880316193266123	0	0.388968310729165	0	0.16512065995865	0.306221504699508	0.164628899599862	0	0.255015156762088	0	0.125633888906385	0.134482645089513	0	0	0.0402588787680453	0.202830152625707	0.433749034486171	0.102306814765244	0.0940984533478357	0.0521871628522384	0.244144579140808	0	0	0.193591158652756	0.0885104927561897	0.25174526852809	0.310557500489535	0.0837185573472561	0.124504965285469	0.599607568524911	0.246298598456229	0.0898781389526927	0.167125322030085
AC144568.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC144652.1	3.44889615569948	1.40317287105347	1.13810814231943	1.99765826376336	2.1879565559219	0.376350568106584	3.0818080508645	1.46146581814335	1.85998087348022	0.780438196527332	1.75275876790581	0.923374252143149	0.869591763730267	0.407568036232294	1.6218978265142	0.475358302062927	1.86382150874888	1.29290474589252	0.104450395939803	0.445259368952712	2.89274010004028	1.07875946334376	1.29966167994034	1.70548304169424	0.536354815832072	2.46660785653779	2.97916717592692	0.14221722405616	2.07587054077772	3.47632470381922	0.930346180853102	1.4951951097742	4.91259809416483	2.87184415207926	1.09725954010859	1.52303918741449	1.63892356713237	1.00430376784307	1.23034538611903	0.559777210087838
AC144831.1	0.118093528608409	0.367698915004974	0.132550747499051	0.786419272758136	0.20849093139672	0.216581616798403	1.25623902474999	1.44231323291297	0.30553722854238	0.554162683659322	0.850569013876649	0.399920249014308	0.586242393080128	0.703639784735556	0.747370065334553	0.944631445138603	0.0777017592297417	0.745793542328317	1.46891234531005	0.214935760694516	0.884376867934	0.63092453683777	0.451518553237761	0.617961726843249	0.783440627074658	1.60874343735637	0.148701976078969	0.295657614589042	0.458351937509404	0.78082680524683	1.10323636196089	1.21372012675948	0.836876088450306	0.967861336710137	0.790188446588239	0.909083129435655	0.804975939278375	0.385991448122819	1.23247428418525	0.119051622470226
AC144836.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC145098.1	0	0	0	0	0	0	0	0.287826884388163	0	0	0.104106511560202	0.143966953291136	0	0	0	0	0	0	0	0.350764596254768	0	0	0.442113650654192	0	0	0	0	0	0	0	0	1.06110620693653	0	0	0.182483307028812	0.678465997465747	0	0	0.0979547459092711	0.0910717480647815
AC145098.2	0.0148076863366978	0.0672372988442672	0.0290858216587474	0.0734320143313134	0.0609993295648477	0	0.15505792324657	0.220166323550496	0.0595951295445812	0.0675560002110946	0.104519359590183	0.051620668975837	0.0239330422542741	0.0900671326132095	0.0756907402586013	0	0.204602649551415	0.0392761595854067	0.0700708208056177	0.100615885508638	0	0.0503435549432529	0	0.0508501222683308	0.0799588952147394	0.132378425611942	0.0978897344181446	0.0305301747345941	0.0928402114513938	0.152300506332935	0.10591214909109	0.359716470560351	0.026233864730951	0.182039446957473	0.0261724240748527	0.07784646210182	0.0576774375743114	0.0769988348114979	0.0140490283293535	0.195927653635733
AC145124.1	0.0987686822663797	0.119594454843646	0.258673611577868	0	0.0678118924552642	0.0264162736139125	0.268139189338627	0	0	0	0.0995934445638374	0.160680236626918	0	0.0572148931012012	0.224384207712493	0.141804166522813	0.202180624554684	0	0	0.0838896958713644	0	0.111932106729084	0.140982604249757	0.0753722605848489	0.177777822865394	0.0327028423464558	0.145096417511293	0	0.240820641558097	0.0564366069267037	0.30276177898045	0.0307608104876398	0.116654922374515	0.0269826777611223	0.20366799660306	0.17308111265254	0	0.0342393055311672	0.0312361202972988	0.0871237442912164
AC145141.1	0	0	0	0	0	0	0	0	0	0	0	0.0550984636052497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.280012961819604	0	0	0.830911443809902	0.0769541120369781	0	0	0.0697092392594624
AC145141.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC145146.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC145207.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC145207.2	2.52853875427618	4.3255289686412	3.81161677060262	3.55761726964824	7.38820357418436	2.2647274575455	7.25222502608294	8.68844356259387	7.92810745021488	5.52643544194056	2.90541873338484	5.1248078845434	6.27271846043913	2.96353624122219	4.65895379310916	4.55894812529642	2.70834478365084	7.53858291394964	7.29041831818154	3.94564138687368	3.62653228536777	2.49900914137604	3.96596831895896	3.63478275552683	5.84249783638366	6.48353162220658	3.04507301146486	3.94027563552973	5.83743997942523	5.94724816221441	6.30886147932358	2.5273114191459	5.05263546165235	4.77115356805231	3.06605482925181	38.5650045163168	3.60745122844212	3.85273067474917	6.08116431756427	3.52717772819926
AC145207.3	42.9445857077651	23.3844461837568	43.2581494295578	38.8124148277308	36.1142552471535	39.9623789271427	31.3394828159274	64.4656047562918	49.9415071517557	20.7902377451152	17.5091802145769	14.4097584931174	78.2397391678814	34.6658980525105	35.359070009779	31.9226912680255	27.5687996049207	18.1981519307007	43.769652117867	33.0219339137652	45.7087032375985	27.7897374960763	25.2995148880498	47.3155421248752	45.1894422526964	27.3445836311834	15.0253648872836	58.0676420762536	46.8224133086529	9.80092625111333	25.1856974011733	9.33860991057462	16.7320977813953	12.9122059442667	24.2533768441998	293.563644055824	39.2614351718036	23.2558023337816	36.3243602940073	33.3236518760139
AC145207.4	0.497867320609418	0	0	0	0.307639952105382	0.39947275987261	0	0.740248105626446	0.100186034445502	0.181710628123353	0	0	0.160936413025408	0.0865216327897054	0.424148481523199	0.214439411819498	0	0	0.188474936673599	0.422866207707137	0	0	0	0.569898036977663	0.53767914871067	0.0989079298522806	0.109709013462706	1.64238771105567	0.104049807352562	0	0.101742908936393	0	0	0	0	0.261737104800119	0.0969621811665924	0	0.283415731497491	0.175667282933845
AC145207.5	0.250604356011452	0.500684726919525	0.164082207940659	0.198841409723986	0.326910463646658	0.160861514042662	0.291576731136043	0.481285471359477	0.739628442215112	0.44208122613903	0.303236416222333	0.559119979672064	0.405041307949852	0.420994521963332	0.284663410418255	0.431757205005701	0.46169098996464	0.44313817638121	0.7905827880604	0.368943671153878	0.206071409504119	0.284003723449447	0.143085253082714	0.363357808811262	0.360858489067564	0.514453997553809	0.128852868160896	0.361683535362512	0.261870320518193	0.315030739112484	0.358490115379908	0.374635016319264	0.310786198395416	0.931093535211167	0.295293643737898	0.373282783691445	0.683290538422296	0.38224954743259	0.396274792362264	0.338955327808594
